,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,year
956,Alcatel A5 LED,Alcatel,A5 LED,2800,5.2,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,15026,210.00 ,
957,Sony Xperia XA1,Sony,Xperia XA1,2300,5,Yes,720,1280,8,3000,32,23,8,Android,Yes,Yes,No,2,No,Yes,7994,300.00 ,
958,Swipe Elite 3,Swipe,Elite 3,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,80.00 ,
959,Nokia 5,Nokia,5,3000,5.2,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8999,200.00 ,
960,Swipe Konnect Star,Swipe,Konnect Star,1800,4,Yes,480,854,4,1000,16,5,1.3,Android,Yes,Yes,No,2,Yes,Yes,2690,70.00 ,
961,Asus ZenFone Go 5.0 LTE (ZB500KL),Asus,ZenFone Go 5.0 LTE (ZB500KL),2600,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,150.00 ,
962,Intex Aqua Lions 4G,Intex,Aqua Lions 4G,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4400,80.00 ,
963,Intex Aqua 4.0,Intex,Aqua 4.0,1500,4,Yes,360,640,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,4095,60.00 ,
964,Intex Aqua Amaze+,Intex,Aqua Amaze+,2000,4.7,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4050,90.00 ,
965,Swipe Elite Power,Swipe,Elite Power,4000,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499,110.00 ,
966,Lava X41+,Lava,X41+,2500,5,Yes,720,1280,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5599,120.00 ,
967,Intex Cloud Style 4G,Intex,Cloud Style 4G,2500,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6199,75.00 ,
968,Micromax Vdeo 3,Micromax,Vdeo 3,2000,5,Yes,720,1280,1,1000,8,5,2,Android,Yes,Yes,Yes,1,No,No,4499,70.00 ,
969,Micromax Vdeo 4,Micromax,Vdeo 4,4000,5,Yes,720,1280,1,1000,8,8,2,Android,Yes,Yes,Yes,1,Yes,Yes,3999,80.00 ,
970,Samsung Galaxy J2 Ace,Samsung,Galaxy J2 Ace,2600,5,Yes,540,960,1,1000,8,8,5,Android,Yes,No,No,2,No,No,5990,125.00 ,
971,Swipe Konnect Grand,Swipe,Konnect Grand,2500,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,2999,65.00 ,
972,Xolo Era 2X,Xolo,Era 2X,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6099,90.00 ,
973,Lyf Water 3,Lyf,Water 3,3000,5.5,Yes,720,1280,8,2000,16,13,5,Android,No,Yes,Yes,2,No,Yes,7000,135.00 ,
974,Lyf F1S,Lyf,F1S,3000,5.2,Yes,1080,1920,8,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,7599,150.00 ,
975,Karbonn K9 Viraat 4G,Karbonn,K9 Viraat 4G,2800,5.5,Yes,720,1280,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,5900,80.00 ,
976,Lyf Wind 7S,Lyf,Wind 7S,2250,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6099,90.00 ,
977,LG Stylus 3,LG,Stylus 3,3200,5.7,Yes,720,1280,8,3000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,6999,220.00 ,
978,LG K8 (2017),LG,K8 (2017),2500,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7450,150.00 ,
979,Zuk Edge,Zuk,Edge,3100,5.5,Yes,1080,1920,4,4000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,29124,330.00 ,
980,Zen Cinemax Click,Zen,Cinemax Click,2700,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3899,100.00 ,
981,Lava A76+,Lava,A76+,1850,4.5,Yes,480,800,4,1000,8,5,5,Android,Yes,Yes,Yes,2,No,No,5599,70.00 ,
982,Swipe Elite Max,Swipe,Elite Max,3000,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12999,180.00 ,
983,Panasonic P88,Panasonic,P88,2600,5.3,Yes,720,1280,4,2000,16,13,5,Android,Yes,No,Yes,2,Yes,Yes,8000,140.00 ,
984,Swipe Elite Star,Swipe,Elite Star,2000,4,Yes,480,800,4,1000,8,5,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,3999,70.00 ,
985,Gionee P7,Gionee,P7,2300,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,No,Yes,2,No,No,7499,130.00 ,
986,Micromax Vdeo 2,Micromax,Vdeo 2,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4950,60.00 ,
987,Micromax Vdeo 1,Micromax,Vdeo 1,1600,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4499,50.00 ,
988,Meizu M5 Note,Meizu,M5 Note,4000,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,5490,130.00 ,
989,Lyf Water 9,Lyf,Water 9,2800,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5550,150.00 ,
990,Lava X50+,Lava,X50+,2800,5.5,Yes,720,1280,4,2000,32,8,5,Android,Yes,Yes,No,2,No,Yes,4999,140.00 ,
991,Meizu Pro 6 Plus,Meizu,Pro 6 Plus,3400,5.7,Yes,1440,2560,8,4000,64,12,5,Android,Yes,Yes,Yes,2,No,Yes,27600,435.00 ,
992,Panasonic Eluga Mark 2,Panasonic,Eluga Mark 2,3000,5.5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13990,150.00 ,
993,HTC 10 evo,HTC,10 evo,3200,5.5,Yes,1440,2560,8,3000,32,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,11100,480.00 ,
994,Lyf Wind 7i,Lyf,Wind 7i,2250,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5099,80.00 ,
995,Panasonic P71,Panasonic,P71,2000,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,No,Yes,6998,110.00 ,
996,Zopo Color F2,Zopo,Color F2,2300,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4598,120.00 ,
997,Motorola Moto M,Motorola,Moto M,3050,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7499,250.00 ,
998,Lyf F8,Lyf,F8,2000,4.5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499,70.00 ,
999,Huawei Mate 9,Huawei,Mate 9,4000,5.9,Yes,1080,1920,8,4000,64,20,8,Android,Yes,Yes,Yes,2,Yes,Yes,53983,600.00 ,
1000,Intex Aqua Power M,Intex,Aqua Power M,4350,5,Yes,720,1280,4,1000,8,0,0,Android,Yes,Yes,Yes,2,No,No,3499,90.00 ,
1001,Zen Cinemax 2+,Zen,Cinemax 2+,2900,5.5,Yes,480,854,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,No,3739,60.00 ,
1002,Swipe Elite 2 Plus,Swipe,Elite 2 Plus,2500,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4999,60.00 ,
1003,Samsung Galaxy On Nxt,Samsung,Galaxy On Nxt,3300,5.5,Yes,1080,1920,8,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,11200,275.00 ,
1004,Xolo Era 2,Xolo,Era 2,2350,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,No,No,4099,65.00 ,
1005,Zopo Color F5,Zopo,Color F5,2100,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4289,120.00 ,
1006,Intex Cloud S9,Intex,Cloud S9,3650,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6772,95.00 ,
1007,Intex Aqua Q8,Intex,Aqua Q8,1650,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2699,55.00 ,
1008,Intex Aqua Craze II,Intex,Aqua Craze II,2500,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5429,70.00 ,
1009,Intex Aqua 5.5 VR,Intex,Aqua 5.5 VR,2800,5.5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5849,85.00 ,
1010,Intex Aqua S2,Intex,Aqua S2,2450,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,3999,65.00 ,
1011,Honor 8 Smart,Honor,8 Smart,3000,5.2,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,Yes,16699,300.00 ,
1012,Honor Holly 3,Honor,Holly 3,3100,5.5,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,5999,155.00 ,
1013,BlackBerry DTEK60,BlackBerry,DTEK60,3000,5.5,Yes,1440,2560,4,4000,32,21,8,Android,Yes,Yes,Yes,1,Yes,Yes,16999,500.00 ,
1014,Xiaomi Mi Max Prime,Xiaomi,Mi Max Prime,4850,6.44,Yes,1080,1920,6,4000,128,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,19999,300.00 ,
1015,Lyf Wind 4S,Lyf,Wind 4S,4000,5,Yes,720,1820,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6498,90.00 ,
1016,Lyf Flame 7s,Lyf,Flame 7s,1800,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,No,Yes,3579,50.00 ,
1017,Zen Cinemax Force,Zen,Cinemax Force,2900,5.5,Yes,854,480,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999,80.00 ,
1018,Intex Aqua Strong 5.2,Intex,Aqua Strong 5.2,2800,5,Yes,480,854,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5949,70.00 ,
1019,Vivo Y55L,Vivo,Y55L,2730,5.2,Yes,1280,720,8,2000,16,8,5,Android,Yes,Yes,Yes,1,No,No,10450,180.00 ,
1020,Google Pixel,Google,Pixel,2770,5,Yes,1080,1920,4,4000,32,12.3,8,Android,Yes,Yes,Yes,1,Yes,Yes,22299,650.00 ,
1021,Karbonn Titanium 3-D Plex,Karbonn,Titanium 3-D Plex,2300,5,Yes,480,854,1,512,4,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,3999,70.00 ,
1022,Intex Aqua Pro 4G,Intex,Aqua Pro 4G,2000,4.5,Yes,480,854,1,1000,8,5,2,Android,No,Yes,Yes,2,No,No,4532,65.00 ,
1023,Gionee P7 Max,Gionee,P7 Max,3100,5.5,Yes,720,1080,8,3000,32,13,5,Android,Yes,Yes,Yes,2,No,No,5999,210.00 ,
1024,Coolpad Note 5,Coolpad,Note 5,4010,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12050,165.00 ,
1025,Lava A97,Lava,A97,2350,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5500,80.00 ,
1026,Samsung Galaxy On8,Samsung,Galaxy On8,3300,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7999,240.00 ,
1027,Micromax Canvas 5 Lite,Micromax,Canvas 5 Lite,2000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4299,75.00 ,
1028,Panasonic P77,Panasonic,P77,2000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,No,Yes,6990,100.00 ,
1029,Lava A56,Lava,A56,1850,5,Yes,480,854,2,512,4,5,0.3,Android,Yes,Yes,No,2,No,No,2299,60.00 ,
1030,Lava X28,Lava,X28,2600,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6400,110.00 ,
1031,Micromax Bolt Q326+,Micromax,Bolt Q326+,1400,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3195,50.00 ,
1032,HTC Desire 10 Lifestyle,HTC,Desire 10 Lifestyle,2700,5.5,Yes,720,1280,4,2000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,16000,250.00 ,
1033,Samsung Galaxy J5 Prime,Samsung,Galaxy J5 Prime,2400,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,12499,220.00 ,
1034,Videocon Cube 3,Videocon,Cube 3,3000,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8250,120.00 ,
1035,Zopo Color F1,Zopo,Color F1,2300,5.5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,No,4333,110.00 ,
1036,Lenovo A7700,Lenovo,A7700,2900,5.5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6990,150.00 ,
1037,Lenovo A6600 Plus,Lenovo,A6600 Plus,2300,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,7300,120.00 ,
1038,Lenovo A6600,Lenovo,A6600,2300,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,7450,110.00 ,
1039,Zen Admire Star,Zen,Admire Star,2000,4.5,Yes,480,854,4,512,8,5,1.3,Android,Yes,Yes,Yes,2,Yes,No,2799,60.00 ,
1040,Samsung Galaxy Folder 2,Samsung,Galaxy Folder 2,1950,3.8,No,480,800,4,2000,16,8,5,Android,Yes,Yes,Yes,1,No,Yes,16990,285.00 ,
1041,Xolo Era 1X,Xolo,Era 1X,2500,5,Yes,1280,720,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5149,80.00 ,
1042,Intex Aqua Costa,Intex,Aqua Costa,2200,5,Yes,480,854,4,2000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999,70.00 ,
1043,Intex Aqua Q7N Pro,Intex,Aqua Q7N Pro,2000,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2700,60.00 ,
1044,Lyf Water 10,Lyf,Water 10,2300,5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4060,135.00 ,
1045,Vivo Y21L,Vivo,Y21L,2000,4.5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,7100,110.00 ,
1046,Intex Cloud Tread,Intex,Cloud Tread,2200,5,Yes,720,1280,6,2000,16,5,5,Android,Yes,Yes,Yes,2,Yes,No,4299,70.00 ,
1047,InFocus Bingo 50+,InFocus,Bingo 50+,2600,5.5,Yes,1280,720,4,3000,16,13,8,Android,Yes,Yes,No,2,No,Yes,6499,110.00 ,
1048,Samsung Z2,Samsung,Z2,1500,4,Yes,480,800,4,1000,8,5,0.3,Tizen,Yes,Yes,Yes,2,Yes,Yes,3599,70.00 ,
1049,Yu Yureka S,Yu,reka S,3000,5.2,Yes,1080,1920,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7000,180.00 ,
1050,Yu Yunique Plus,Yu,nique Plus,2000,4.7,Yes,720,1280,4,2000,8,8,2,Android,Yes,No,Yes,2,Yes,Yes,6199,90.00 ,
1051,Celkon Millennia Ufeel,Celkon,Millennia Ufeel,2000,5,Yes,480,854,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,No,3999,60.00 ,
1052,Intex Aqua Eco 4G,Intex,Aqua Eco 4G,1400,4,No,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,3990,60.00 ,
1053,Intex Aqua Viturbo,Intex,Aqua Viturbo,2000,4,No,480,800,4,512,4,5,0.3,Android,Yes,Yes,No,1,No,No,4999,70.00 ,
1054,Lyf Wind 7,Lyf,Wind 7,2250,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7499,110.00 ,
1055,Lyf Flame 7,Lyf,Flame 7,1750,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2499,70.00 ,
1056,Intex Aqua Music,Intex,Aqua Music,3400,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999,130.00 ,
1057,Asus ZenFone Go (ZB450KL),Asus,ZenFone Go (ZB450KL),2070,4.5,Yes,480,854,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4499,90.00 ,
1058,Lyf Flame 8,Lyf,Flame 8,2000,4.5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,2545,80.00 ,
1059,Lyf Wind 3,Lyf,Wind 3,2920,5.5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4999,120.00 ,
1060,Micromax Unite 4 Plus,Micromax,Unite 4 Plus,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7998,110.00 ,
1061,Swipe Konnect Plus,Swipe,Konnect Plus,3000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,2990,70.00 ,
1062,Lava X38,Lava,X38,4000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6199,90.00 ,
1063,Lyf Wind 2,Lyf,Wind 2,2850,6,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4995,110.00 ,
1064,Intex Aqua Strong 5.1,Intex,Aqua Strong 5.1,2800,5,Yes,480,854,1,1000,8,5,2,Android,No,Yes,Yes,2,Yes,Yes,4600,60.00 ,
1065,Lenovo Vibe K5 Note,Lenovo,Vibe K5 Note,3500,5.5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7990,180.00 ,
1066,Panasonic Eluga Arc 2,Panasonic,Eluga Arc 2,2450,5,Yes,720,1280,4,3000,32,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5599,180.00 ,
1067,Panasonic T44 Lite,Panasonic,T44 Lite,2400,4,Yes,800,480,4,512,8,2,0.3,Android,Yes,Yes,No,2,Yes,No,2190,50.00 ,
1068,Intex Cloud String v2.0,Intex,Cloud String v2.0,2200,5,Yes,1280,720,4,2000,16,8,5,Android,Yes,Yes,Yes,1,Yes,No,6499,80.00 ,
1069,Lyf Water 8,Lyf,Water 8,2600,5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7900,150.00 ,
1070,Karbonn Fashion Eye,Karbonn,Fashion Eye,2000,5,No,1280,720,4,1000,8,8,3.2,Android,Yes,Yes,No,2,Yes,No,3279,70.00 ,
1071,Samsung Galaxy J2 Pro,Samsung,Galaxy J2 Pro,2600,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,10480,140.00 ,
1072,InFocus M535+,InFocus,M535+,2600,5.5,Yes,1080,1920,8,3000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6000,150.00 ,
1073,Intex Aqua Ring,Intex,Aqua Ring,2450,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,4997,60.00 ,
1074,Lava A32,Lava,A32,1500,4,Yes,480,800,1,256,0.512,2,0.3,Android,Yes,Yes,No,2,Yes,No,1999,50.00 ,
1075,Lava A68,Lava,A68,1750,4.5,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,6999,60.00 ,
1076,Intex Aqua Q7N,Intex,Aqua Q7N,2000,4.5,Yes,480,854,4,512,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2488,60.00 ,
1077,Intex Aqua Pride,Intex,Aqua Pride,2800,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3887,60.00 ,
1078,Lava X17,Lava,X17,2350,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6600,90.00 ,
1079,Lyf Water 4,Lyf,Water 4,2920,5,Yes,720,1280,1,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,130.00 ,
1080,Asus ZenFone 3 Max (ZC520TL),Asus,ZenFone 3 Max (ZC520TL),4100,5.2,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13990,200.00 ,
1081,Karbonn Aura Power,Karbonn,Aura Power,4000,5,Yes,480,854,1,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3299,80.00 ,
1082,Samsung Galaxy On7 Pro,Samsung,Galaxy On7 Pro,3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5990,150.00 ,
1083,Samsung Galaxy On5 Pro,Samsung,Galaxy On5 Pro,2600,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6480,140.00 ,
1084,Samsung Galaxy J2 (2016),Samsung,Galaxy J2 (2016),2600,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,1,Yes,Yes,5990,130.00 ,
1085,Intex Aqua Power 4G,Intex,Aqua Power 4G,3800,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4995,90.00 ,
1086,Nubia N1,Nubia,N1,5000,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,11999,170.00 ,
1087,Panasonic Eluga Note,Panasonic,Eluga Note,3000,5.5,Yes,1080,1920,8,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,10990,190.00 ,
1088,TCL 560,TCL,560,2500,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4989,110.00 ,
1089,Karbonn A91 Storm,Karbonn,A91 Storm,2200,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999,50.00 ,
1090,Vivo X7,Vivo,X7,3000,5.2,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9999,370.00 ,
1091,iBall Andi 5G Blink 4G,iBall,Andi 5G Blink 4G,2300,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4890,70.00 ,
1092,Nubia Z11,Nubia,Z11,3000,5.5,Yes,1080,1920,4,6000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,20999,500.00 ,
1093,Lyf Earth 2,Lyf,Earth 2,2500,5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6990,300.00 ,
1094,Intex Aqua Classic,Intex,Aqua Classic,2100,5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,4790,60.00 ,
1095,Micromax Canvas Fire 5,Micromax,Canvas Fire 5,2500,5.5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,No,7389,80.00 ,
1096,Oppo A37,Oppo,A37,2630,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8666,160.00 ,
1097,Intex Aqua Sense 5.1,Intex,Aqua Sense 5.1,2500,5,Yes,480,854,4,512,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,2658,60.00 ,
1098,Panasonic P75,Panasonic,P75,5000,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,5499,90.00 ,
1099,Xiaomi Redmi 3S,Xiaomi,Redmi 3S,4100,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6500,110.00 ,
1100,Intex Aqua View,Intex,Aqua View,2200,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4899,120.00 ,
1101,Lyf Water 7,Lyf,Water 7,3000,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,494,150.00 ,
1102,Lyf Wind 1,Lyf,Wind 1,2300,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7000,120.00 ,
1103,Panasonic T44,Panasonic,T44,2400,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3590,65.00 ,
1104,Panasonic T30,Panasonic,T30,1400,4,Yes,480,800,4,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,2488,55.00 ,
1105,Lenovo Phab 2,Lenovo,Phab 2,4050,6.4,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,8999,199.00 ,
1106,Lenovo Phab 2 Pro,Lenovo,Phab 2 Pro,4050,6.4,Yes,1440,2560,8,4000,64,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,22999,499.00 ,
1107,Lava X81,Lava,X81,2700,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,150.00 ,
1108,Lyf Wind 5,Lyf,Wind 5,2000,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8399,110.00 ,
1109,Lava X46,Lava,X46,2500,5,Yes,720,1280,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,9700,130.00 ,
1110,Intex Cloud Glory 4G,Intex,Cloud Glory 4G,1800,4.5,Yes,480,584,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4499,80.00 ,
1111,Samsung Galaxy J3 Pro,Samsung,Galaxy J3 Pro,2600,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8299,150.00 ,
1112,Lyf Flame 6,Lyf,Flame 6,1750,4,Yes,480,800,4,512,4,2,2,Android,Yes,Yes,No,2,Yes,Yes,1999,60.00 ,
1113,Swipe Elite Plus,Swipe,Elite Plus,3050,5,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,2999,100.00 ,
1114,Lava A82,Lava,A82,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,8999,90.00 ,
1115,Intex Aqua Shine 4G,Intex,Aqua Shine 4G,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4500,100.00 ,
1116,LG Stylus 2 Plus,LG,Stylus 2 Plus,3000,5.7,Yes,1080,1920,8,3000,16,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,8999,250.00 ,
